Round,Total Quantity,Price,Firm 1 Quantity,Firm 2 Quantity,Firm 3 Quantity,Firm 4 Quantity,Firm 5 Quantity,Firm 1 Profit,Firm 2 Profit,Firm 3 Profit,Firm 4 Profit,Firm 5 Profit
91.0,29.386557809904932,47.74470743498628,17.359798197816772,47.456885457372266,35.19366227806811,177.14161117814837,145.71677764370327,3988.248932000699,6479.757842617699,2356.0158719526594,6440.695571280887,4776.370437860157
92.0,37.61015069386845,33.807843813297765,29.674029315448934,47.31858608171416,30.16025171955129,178.5708616238806,142.8582767522388,4996.81980957938,4491.651869743579,3942.4403991459612,6286.665805169015,4007.0390698733313
93.0,39.67785381103948,39.89362573117311,3.382660868196745,14.639861213932013,39.943429536125564,137.53743116046692,224.92513767906615,8527.76819314752,8574.143002789517,727.0188528187749,3146.4741870067587,8584.847092425864
94.0,12.801029915817944,44.87651390438573,31.16682819872354,27.35759871572626,21.226879121633033,137.42884985628652,225.14230028742696,2754.04302213724,9654.836430270247,6705.303111336426,5885.776718041706,4566.799602151288
95.0,17.70909053816191,37.26646331618019,13.028914626421104,24.587589659228264,11.580587059225314,104.17264519921679,291.6547096015664,4987.84875283384,10496.274903196161,3669.6551655282374,6925.210425272415,3261.726885181764
96.0,27.662720175780727,20.906441688396214,6.380214520349903,24.2404369402528,1.253873043375955,80.4436863681556,339.1126272636888,9104.150514311446,6880.573950803188,2099.809163298293,7977.833887426374,412.6654515605778
97.0,47.446784917388456,43.4543273953837,27.945704917532897,28.869716969485243,44.094901511804785,191.8114357115951,116.37712857680981,5047.252739713273,4622.54657255752,2972.7838451819835,3071.0775940390395,4690.689007703023
98.0,37.995718233923455,49.67986849521278,36.100387270991966,49.289075263141136,48.01202079242824,221.07707005569756,57.84585988860488,1817.9378109872112,2376.9760273062666,1727.2540712922566,2358.278189079151,2297.1764198033056
99.0,7.378945041043936,26.11329971679473,19.237972581824845,15.985181467593195,46.32324799986535,115.03864680712206,269.9227063857559,1917.9553653398925,6787.43953505168,5000.385898842881,4154.911629124253,12040.463988703556
100.0,3.424631596940851,33.540354361937,27.56652024274143,23.63224320518389,26.470229735686246,114.63397914248941,270.7320417150212,892.9111883921615,8745.045072633151,7187.475105868434,6161.683021193531,6901.63704365114
